CODIGO DA COMPOSICAO,DESCRICAO DA COMPOSICAO,UNIDADE,CUSTO TOTAL,TIPO ITEM,CODIGO ITEM,DESCRIÇÃO ITEM,UNIDADE ITEM,COEFICIENTE,PRECO UNITARIO,CUSTO TOTAL.1,CUSTO MAO DE OBRA,% MAO DE OBRA
96721.0,"TUBO, PPR, DN 40 MM, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"23,29",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1237000","27,29","3,37",,
96722.0,"TUBO, PPR, DN 50 MM, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"36,07",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1556000","21,51","3,34",,
96722.0,"TUBO, PPR, DN 50 MM, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"36,07",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1556000","27,29","4,24",,
96723.0,"TUBO, PPR, DN 63 MM, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"56,39",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,2076000","21,51","4,46",,
96723.0,"TUBO, PPR, DN 63 MM, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"56,39",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,2076000","27,29","5,66",,
96724.0,"TUBO, PPR, DN 75 MM, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"72,37",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,2663000","21,51","5,72",,
96724.0,"TUBO, PPR, DN 75 MM, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"72,37",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,2663000","27,29","7,26",,
96725.0,"TUBO, PPR, DN 90 MM, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"119,31",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,3540000","21,51","7,61",,
96725.0,"TUBO, PPR, DN 90 MM, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"119,31",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,3540000","27,29","9,66",,
96726.0,"TUBO, PPR, DN 110 MM, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"176,61",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,4957000","21,51","10,66",,
96726.0,"TUBO, PPR, DN 110 MM, CLASSE PN 12,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"176,61",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,4957000","27,29","13,52",,
96727.0,"TUBO, PPR, DN 20 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"17,50",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0998000","21,51","2,14",,
96727.0,"TUBO, PPR, DN 20 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"17,50",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0998000","27,29","2,72",,
96728.0,"TUBO, PPR, DN 25 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"22,80",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1096000","21,51","2,35",,
96728.0,"TUBO, PPR, DN 25 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"22,80",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1096000","27,29","2,99",,
96729.0,"TUBO, PPR, DN 32 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"29,56",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1270000","21,51","2,73",,
96729.0,"TUBO, PPR, DN 32 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"29,56",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1270000","27,29","3,46",,
96730.0,"TUBO, PPR, DN 40 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"41,12",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1520000","21,51","3,26",,
96730.0,"TUBO, PPR, DN 40 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"41,12",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1520000","27,29","4,14",,
96731.0,"TUBO, PPR, DN 50 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"62,58",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1912000","21,51","4,11",,
96731.0,"TUBO, PPR, DN 50 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"62,58",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1912000","27,29","5,21",,
96732.0,"TUBO, PPR, DN 63 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"106,13",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,2552000","21,51","5,48",,
96732.0,"TUBO, PPR, DN 63 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"106,13",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,2552000","27,29","6,96",,
96733.0,"TUBO, PPR, DN 75 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"144,82",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,3273000","21,51","7,04",,
96733.0,"TUBO, PPR, DN 75 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"144,82",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,3273000","27,29","8,93",,
96734.0,"TUBO, PPR, DN 90 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"242,68",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,4351000","21,51","9,35",,
96734.0,"TUBO, PPR, DN 90 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"242,68",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,4351000","27,29","11,87",,
96735.0,"TUBO, PPR, DN 110 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"337,45",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,6092000","21,51","13,10",,
96735.0,"TUBO, PPR, DN 110 MM, CLASSE PN 25,  INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",M,"337,45",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,6092000","27,29","16,62",,
96798.0,"TUBO, PEX, MONOCAMADA, DN 16, INSTALADO EM RAMAL/SUB-RAMAL OU DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",M,"7,66",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0463000","21,51","0,99",,
96798.0,"TUBO, PEX, MONOCAMADA, DN 16, INSTALADO EM RAMAL/SUB-RAMAL OU DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",M,"7,66",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0695000","27,29","1,89",,
96799.0,"TUBO, PEX, MONOCAMADA, DN 20, INSTALADO EM RAMAL/SUB-RAMAL OU DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",M,"9,82",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0584000","21,51","1,25",,
96799.0,"TUBO, PEX, MONOCAMADA, DN 20, INSTALADO EM RAMAL/SUB-RAMAL OU DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",M,"9,82",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0876000","27,29","2,39",,
96800.0,"TUBO, PEX, MONOCAMADA, DN 25, INSTALADO EM RAMAL/SUB-RAMAL OU DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",M,"13,37",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0735000","21,51","1,58",,
96800.0,"TUBO, PEX, MONOCAMADA, DN 25, INSTALADO EM RAMAL/SUB-RAMAL OU DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",M,"13,37",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1102000","27,29","3,00",,
96801.0,"TUBO, PEX, MONOCAMADA, DN 32, INSTALADO EM RAMAL/SUB-RAMAL OU DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",M,"20,27",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0946000","21,51","2,03",,
96801.0,"TUBO, PEX, MONOCAMADA, DN 32, INSTALADO EM RAMAL/SUB-RAMAL OU DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_02/2023",M,"20,27",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1419000","27,29","3,87",,
97327.0,"TUBO EM COBRE FLEXÍVEL, DN 1/4"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL   FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"39,79",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0520000","21,51","1,11",,
97327.0,"TUBO EM COBRE FLEXÍVEL, DN 1/4"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL   FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"39,79",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0520000","27,29","1,41",,
97328.0,"TUBO EM COBRE FLEXÍVEL, DN 3/8"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"63,74",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0570000","21,51","1,22",,
97328.0,"TUBO EM COBRE FLEXÍVEL, DN 3/8"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"63,74",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0570000","27,29","1,55",,
97329.0,"TUBO EM COBRE FLEXÍVEL, DN 1/2"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"83,26",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0610000","21,51","1,31",,
97329.0,"TUBO EM COBRE FLEXÍVEL, DN 1/2"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"83,26",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0610000","27,29","1,66",,
97330.0,"TUBO EM COBRE FLEXÍVEL, DN 5/8"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"102,48",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0640000","21,51","1,37",,
97330.0,"TUBO EM COBRE FLEXÍVEL, DN 5/8"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA INDIVIDUAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"102,48",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0640000","27,29","1,74",,
97331.0,"TUBO EM COBRE FLEXÍVEL, DN 1/4"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA CENTRAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"40,14",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0590000","21,51","1,26",,
97331.0,"TUBO EM COBRE FLEXÍVEL, DN 1/4"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA CENTRAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"40,14",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0590000","27,29","1,61",,
97332.0,"TUBO EM COBRE FLEXÍVEL, DN 3/8"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA CENTRAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"64,13",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0650000","21,51","1,39",,
97332.0,"TUBO EM COBRE FLEXÍVEL, DN 3/8"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA CENTRAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"64,13",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0650000","27,29","1,77",,
97333.0,"TUBO EM COBRE FLEXÍVEL, DN 1/2"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA CENTRAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"83,74",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0710000","21,51","1,52",,
97333.0,"TUBO EM COBRE FLEXÍVEL, DN 1/2"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA CENTRAL - FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"83,74",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0710000","27,29","1,93",,
97334.0,"TUBO EM COBRE FLEXÍVEL, DN 5/8"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA CENTRAL   FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"103,02",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0750000","21,51","1,61",,
97334.0,"TUBO EM COBRE FLEXÍVEL, DN 5/8"", COM ISOLAMENTO, INSTALADO EM RAMAL DE ALIMENTAÇÃO DE AR CONDICIONADO COM CONDENSADORA CENTRAL   FORNECIMENTO E INSTALAÇÃO. AF_12/2015",M,"103,02",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0750000","27,29","2,04",,
97335.0,"TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"135,41",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0439000","21,51","0,94",,
97335.0,"TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"135,41",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0439000","27,29","1,19",,
97336.0,"TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"172,29",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0567000","21,51","1,21",,
97336.0,"TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"172,29",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0567000","27,29","1,54",,
97337.0,"TUBO EM COBRE RÍGIDO, DN 35 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"259,55",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0715000","21,51","1,53",,
97337.0,"TUBO EM COBRE RÍGIDO, DN 35 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"259,55",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0715000","27,29","1,95",,
97338.0,"TUBO EM COBRE RÍGIDO, DN 42 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"312,28",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0864000","21,51","1,85",,
97338.0,"TUBO EM COBRE RÍGIDO, DN 42 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"312,28",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,0864000","27,29","2,35",,
97339.0,"TUBO EM COBRE RÍGIDO, DN 54 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"335,76",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1118000","21,51","2,40",,
97339.0,"TUBO EM COBRE RÍGIDO, DN 54 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"335,76",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1118000","27,29","3,05",,
97340.0,"TUBO EM COBRE RÍGIDO, DN 66 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"337,00",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1373000","21,51","2,95",,
97340.0,"TUBO EM COBRE RÍGIDO, DN 66 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM PRUMADA DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022",M,"337,00",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1373000","27,29","3,74",,
97498.0,"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 25 (1""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",M,"44,92",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1630000","21,51","3,50",,
97498.0,"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 25 (1""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",M,"44,92",COMPOSICAO,88267.0,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,1630000","27,29","4,44",,
97535.0,"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, CONEXÃO ROSQUEADA, DN 25 (1""), INSTALADO EM REDE DE ALIMENTAÇÃO PARA SPRINKLER - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",M,"49,66",COMPOSICAO,88248.0,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,"0,2600000","21,51","5,59",,
